Sex,Age,Height,Weight,Year,Season,HostCity,Sport,MedalType,AthleteCountry,HostRegion,AthleteRegion,SportType
M,31,198,125,1984,Summer,Los Angeles,Track&Field,Gold,Germany,North America,Europe,Race
F,42,172,69,2004,Summer,Athina,Canoeing,Silver,Germany,Europe,Europe,Boat
F,17,158,56,1960,Summer,Roma,Others,Gold,Germany,Europe,Europe,Water
F,24,162,59,1960,Summer,Roma,Canoeing,Bronze,Hungary,Europe,Europe,Boat
M,20,201,88,1984,Summer,Los Angeles,Swimming,Gold,Germany,North America,Europe,Water
M,20,189,87,1980,Winter,others,Hockey,Bronze,Sweden,North America,Europe,Ice
M,28,172,68,1972,Summer,Munich,Football,Bronze,Russia,Europe,Europe,Ball
M,33,178,83,2006,Winter,Torino,Hockey,Silver,Finland,Europe,Europe,Ice
M,27,180,70,1920,Summer,others,Track&Field,Bronze,Sweden,Europe,Europe,Race
F,35,174,69,2000,Summer,Sydney,Canoeing,Silver,Hungary,Oceania,Europe,Boat
M,19,152,49,2016,Summer,Rio de Janeiro,Boxing,Bronze,Cuba,South America,North America,Combat
F,23,166,57,1948,Summer,London,Track&Field,Gold,Hungary,Europe,Europe,Race
F,24,175,62,1984,Summer,Los Angeles,Track&Field,Bronze,Jamaica,North America,North America,Race
M,33,182,76,1976,Winter,Innsbruck,Skiing,Silver,Norway,Europe,Europe,Snow
M,21,178,72,1976,Summer,Montreal,Water Polo,Bronze,Netherlands,North America,Europe,Water
M,20,164,58,1984,Summer,Los Angeles,Gymnastics,Gold,China,North America,Asia,Acrobatic
M,30,178,77,1992,Summer,Barcelona,Others,Silver,Finland,Europe,Europe,Target
F,21,169,55,2000,Summer,Sydney,Others,Gold,Russia,Oceania,Europe,Acrobatic
M,27,187,78,2000,Summer,Sydney,Track&Field,Silver,Brazil,Oceania,South America,Race
M,24,191,91,1992,Winter,Albertville,Hockey,Gold,Russia,Europe,Europe,Ice
M,38,197,94,2000,Summer,Sydney,Handball,Gold,Russia,Oceania,Europe,Ball
F,25,170,59,2016,Summer,Rio de Janeiro,Swimming,Bronze,Spain,South America,Europe,Water
M,25,179,75,1976,Summer,Montreal,Football,Gold,Germany,North America,Europe,Ball
M,21,186,85,1960,Summer,Roma,Basketball,Bronze,Brazil,Europe,South America,Ball
F,25,165,64,2002,Winter,Salt Lake City,Hockey,Gold,Canada,North America,North America,Ice
F,28,176,68.5,1984,Winter,others,Skiing,Gold,Finland,Europe,Europe,Snow
F,22,179,73,2016,Summer,Rio de Janeiro,Swimming,Gold,Australia,South America,Oceania,Water
F,23,163,57,2004,Summer,Athina,Others,Gold,Russia,Europe,Europe,Acrobatic
M,21,192,92,1976,Summer,Montreal,Rowing,Bronze,New Zealand,North America,Oceania,Boat
F,26,168,58,2008,Summer,Beijing,Track&Field,Gold,Jamaica,Asia,North America,Race
M,24,194,92,2008,Summer,Beijing,Swimming,Silver,Australia,Asia,Oceania,Water
F,23,162,61,1960,Summer,Roma,Gymnastics,Bronze,Romania,Europe,Europe,Acrobatic
M,26,180,98,1932,Summer,Los Angeles,Track&Field,Gold,Others,North America,Europe,Race
M,23,173,84,1992,Summer,Barcelona,Canoeing,Bronze,Hungary,Europe,Europe,Boat
M,24,190,95,1992,Summer,Barcelona,Rowing,Bronze,Poland,Europe,Europe,Boat
M,28,188,90,1994,Winter,Lillehammer,Hockey,Bronze,Finland,Europe,Europe,Ice
M,20,163,48,1980,Summer,Moskva,Boxing,Bronze,Others,Europe,Europe,Combat
F,29,183,75,2008,Summer,Beijing,Volleyball,Bronze,China,Asia,Asia,Ball
F,31,170,60,2000,Summer,Sydney,Others,Bronze,Others,Oceania,Asia,Ball
M,24,176,84,2004,Summer,Athina,Wrestling,Bronze,Russia,Europe,Europe,Combat
F,22,169,60,2016,Summer,Rio de Janeiro,Water Polo,Bronze,Russia,South America,Europe,Water
M,24,172,62,2004,Summer,Athina,Gymnastics,Gold,Japan,Europe,Asia,Acrobatic
M,28,190,85,1992,Summer,Barcelona,Equestrianism,Gold,Germany,Europe,Europe,Others
F,28,164,52,2008,Summer,Beijing,Track&Field,Bronze,Russia,Asia,Europe,Race
M,21,176,64,1980,Summer,Moskva,Boxing,Gold,Italy,Europe,Europe,Combat
F,24,166,67,2010,Winter,Vancouver,Hockey,Bronze,Finland,North America,Europe,Ice
M,25,180,92,1992,Summer,Barcelona,Sailing,Bronze,New Zealand,Europe,Oceania,Boat
F,18,164,50,2012,Summer,London,Swimming,Bronze,China,Europe,Asia,Water
F,20,180,64,1980,Summer,Moskva,Fencing,Gold,France,Europe,Europe,Combat
M,26,159,70,1896,Summer,Athina,Wrestling,Gold,Germany,Europe,Europe,Combat
F,27,182,72,1992,Summer,Barcelona,Handball,Bronze,Russia,Europe,Europe,Ball
F,32,172,65,2004,Summer,Athina,Canoeing,Gold,Others,Europe,Europe,Boat
F,32,160,45,2004,Summer,Athina,Track&Field,Silver,Others,Europe,Africa,Race
M,22,171,70,1964,Summer,Tokyo,Cycling,Silver,Italy,Asia,Europe,Others
F,25,166,55,1976,Summer,Montreal,Track&Field,Bronze,Russia,North America,Europe,Race
M,18,175,60,1984,Summer,Los Angeles,Boxing,Silver,Others,North America,North America,Combat
F,24,166,47,2016,Summer,Rio de Janeiro,Track&Field,Gold,Others,South America,Africa,Race
M,23,196,84,2008,Summer,Beijing,Basketball,Silver,Spain,Asia,Europe,Ball
M,42,182,72,2012,Summer,London,Equestrianism,Bronze,Netherlands,Europe,Europe,Others
M,24,177,85,1988,Winter,Calgary,Hockey,Bronze,Sweden,North America,Europe,Ice
M,24,200,87,1996,Summer,Atlanta,Swimming,Silver,Russia,North America,Europe,Water
F,21,180,69,1980,Summer,Moskva,Basketball,Silver,Bulgaria,Europe,Europe,Ball
F,29,172,64,1988,Summer,Seoul,Track&Field,Gold,Germany,Asia,Europe,Race
F,23,175,105,2012,Summer,London,Track&Field,Bronze,China,Europe,Asia,Race
M,27,182,78,1984,Summer,Los Angeles,Fencing,Gold,Italy,North America,Europe,Combat
F,28,182,72,2014,Winter,Sochi,Skating,Bronze,Netherlands,Europe,Europe,Ice
M,22,175,77,1984,Summer,Los Angeles,Judo,Bronze,France,North America,Europe,Combat
M,26,180,81,2004,Summer,Athina,Canoeing,Gold,Hungary,Europe,Europe,Boat
M,20,177,71,1980,Summer,Moskva,Boxing,Bronze,Czech Republic,Europe,Europe,Combat
M,28,183,75,2000,Summer,Sydney,Track&Field,Silver,Jamaica,Oceania,North America,Race
M,22,178,81,2012,Summer,London,Canoeing,Silver,Others,Europe,Europe,Boat
M,20,177,80,2010,Winter,Vancouver,Skating,Silver,South Korea,North America,Asia,Ice
M,26,168,65,1968,Summer,Mexico City,Hockey,Bronze,India,North America,Asia,Ball
M,22,184,85,1992,Summer,Barcelona,Fencing,Silver,Hungary,Europe,Europe,Combat
M,27,197,91,2000,Summer,Sydney,Swimming,Gold,Australia,Oceania,Oceania,Water
M,29,167,66,2004,Summer,Athina,Wrestling,Gold,Ukraine,Europe,Europe,Combat
M,22,156,52,1984,Summer,Los Angeles,Wrestling,Silver,Germany,North America,Europe,Combat
M,31,180,76,2012,Summer,London,Fencing,Silver,Italy,Europe,Europe,Combat
F,23,174,64,1996,Summer,Atlanta,Volleyball,Gold,Brazil,North America,South America,Ball
F,31,154,50,2000,Summer,Sydney,Others,Gold,Poland,Oceania,Europe,Target
M,19,183,83,1960,Summer,Roma,Canoeing,Silver,Hungary,Europe,Europe,Boat
M,28,176,70,1994,Winter,Lillehammer,MultiSport Race,Silver,Russia,Europe,Europe,Race
M,27,173,57,1998,Winter,Nagano,Skiing,Gold,Japan,Asia,Asia,Snow
F,19,163,52,1968,Summer,Mexico City,Gymnastics,Gold,Russia,North America,Europe,Acrobatic
M,24,172,74,2002,Winter,Salt Lake City,Skating,Silver,Italy,North America,Europe,Ice
F,31,162,53,1984,Winter,others,Skiing,Silver,Russia,Europe,Europe,Snow
M,22,176,60,1996,Summer,Atlanta,Track&Field,Gold,Others,North America,Africa,Race
M,27,178,62,1960,Summer,Roma,Track&Field,Gold,New Zealand,Europe,Oceania,Race
M,25,181,71,1992,Summer,Barcelona,Cycling,Bronze,Denmark,Europe,Europe,Others
F,30,174,68,2012,Summer,London,Canoeing,Silver,Hungary,Europe,Europe,Boat
M,29,176,58,2004,Summer,Athina,Track&Field,Gold,Others,Europe,Africa,Race
F,21,178,65,2016,Summer,Rio de Janeiro,Swimming,Silver,Australia,South America,Oceania,Water
F,34,155,62,2004,Summer,Athina,Others,Silver,Spain,Europe,Europe,Target
F,16,160,47,2004,Summer,Athina,Gymnastics,Gold,Romania,Europe,Europe,Acrobatic
F,24,156,46,2016,Summer,Rio de Janeiro,Gymnastics,Gold,Netherlands,South America,Europe,Acrobatic
F,20,155,48,2008,Summer,Beijing,Others,Silver,Others,Asia,Asia,Others
M,22,199,86,1964,Summer,Tokyo,Rowing,Gold,Canada,Asia,North America,Boat
M,28,192,95,2016,Summer,Rio de Janeiro,Canoeing,Bronze,Russia,South America,Europe,Boat
M,23,163,60,1964,Summer,Tokyo,Gymnastics,Silver,Italy,Asia,Europe,Acrobatic
F,35,157,58,1972,Summer,Munich,Fencing,Gold,Russia,Europe,Europe,Combat
M,29,189,92,1984,Summer,Los Angeles,Handball,Gold,Serbia,North America,Europe,Ball
F,26,178,77,1984,Summer,Los Angeles,Rowing,Silver,Romania,North America,Europe,Boat
M,25,195,105,2006,Winter,Torino,Others,Silver,Russia,Europe,Europe,Ice
F,18,173,51,2012,Summer,London,Gymnastics,Gold,Russia,Europe,Europe,Acrobatic
F,33,179,63,2016,Summer,Rio de Janeiro,Hockey,Silver,Netherlands,South America,Europe,Ball
F,32,186,77,2008,Summer,Beijing,Rowing,Bronze,Romania,Asia,Europe,Boat
M,25,184,78,2004,Summer,Athina,Track&Field,Bronze,Italy,Europe,Europe,Race
M,27,185,71,2004,Summer,Athina,MultiSport Race,Silver,New Zealand,Europe,Oceania,Race
M,24,178,65,1952,Summer,others,Gymnastics,Bronze,Finland,Europe,Europe,Acrobatic
F,21,180,70,2004,Summer,Athina,Fencing,Silver,Germany,Europe,Europe,Combat
M,27,180,90,2014,Winter,Sochi,Hockey,Bronze,Finland,Europe,Europe,Ice
M,30,193,85,2012,Summer,London,Handball,Silver,Sweden,Europe,Europe,Ball
M,25,185,86,1956,Summer,Melbourne,Water Polo,Gold,Hungary,Oceania,Europe,Water
M,23,181,76,1996,Summer,Atlanta,Fencing,Bronze,Italy,North America,Europe,Combat
M,29,192,92,1972,Summer,Munich,Rowing,Bronze,Czech Republic,Europe,Europe,Boat
M,21,172,75.5,1988,Summer,Seoul,Others,Silver,Germany,Asia,Europe,Others
M,29,178,78,1960,Summer,Roma,Canoeing,Gold,Germany,Europe,Europe,Boat
M,25,168,75,1964,Winter,Innsbruck,Hockey,Gold,Russia,Europe,Europe,Ice
M,21,183,79,1996,Summer,Atlanta,Football,Bronze,Brazil,North America,South America,Ball
M,17,185,80,1956,Summer,Melbourne,Swimming,Gold,Australia,Oceania,Oceania,Water
F,29,168,70,1994,Winter,Lillehammer,Skating,Bronze,China,Europe,Asia,Ice
F,13,172,59,1972,Summer,Munich,Swimming,Silver,Germany,Europe,Europe,Water
M,18,165,56,2012,Summer,London,Boxing,Gold,Cuba,Europe,North America,Combat
F,20,180,72,1972,Summer,Munich,Volleyball,Silver,Japan,Europe,Asia,Ball
M,27,178,73,1964,Summer,Tokyo,Fencing,Silver,Italy,Asia,Europe,Combat
M,25,172,68,1948,Winter,others,Skiing,Silver,Finland,Europe,Europe,Snow
M,26,173,69,2000,Summer,Sydney,Hockey,Silver,South Korea,Oceania,Asia,Ball
F,25,174,61,2008,Summer,Beijing,Track&Field,Gold,Russia,Asia,Europe,Race
M,22,177,65,2002,Winter,Salt Lake City,Skiing,Gold,Finland,North America,Europe,Snow
M,21,163,56,2008,Summer,Beijing,Gymnastics,Silver,Japan,Asia,Asia,Acrobatic
F,19,147,41,1988,Summer,Seoul,Gymnastics,Silver,Russia,Asia,Europe,Acrobatic
M,28,188,80,1984,Summer,Los Angeles,Volleyball,Bronze,Italy,North America,Europe,Ball
M,26,185,73,1948,Summer,London,Track&Field,Bronze,Others,Europe,North America,Race
F,47,169,66,2016,Summer,Rio de Janeiro,Equestrianism,Silver,Germany,South America,Europe,Others
M,28,181,68,1998,Winter,Nagano,Skiing,Gold,Norway,Asia,Europe,Snow
M,23,182,72,1968,Summer,Mexico City,Football,Silver,Bulgaria,North America,Europe,Ball
M,22,163,59,1968,Summer,Mexico City,Gymnastics,Gold,Japan,North America,Asia,Acrobatic
M,22,189,86,1984,Summer,Los Angeles,Others,Bronze,Finland,North America,Europe,Target
F,25,172,58,2014,Winter,Sochi,Skiing,Silver,Finland,Europe,Europe,Snow
F,35,165,56,2008,Summer,Beijing,Others,Silver,Russia,Asia,Europe,Target
F,21,173,60,1980,Summer,Moskva,Basketball,Bronze,Serbia,Europe,Europe,Ball
M,27,183,83,1968,Summer,Mexico City,Water Polo,Bronze,Hungary,North America,Europe,Water
F,19,147,41,1988,Summer,Seoul,Gymnastics,Bronze,Russia,Asia,Europe,Acrobatic
M,25,190,81,1988,Summer,Seoul,Handball,Bronze,Serbia,Asia,Europe,Ball
M,31,183,72,2004,Summer,Athina,Rowing,Silver,Australia,Europe,Oceania,Boat
M,35,173,75,1964,Summer,Tokyo,Fencing,Gold,Russia,Asia,Europe,Combat
M,30,175,74,1964,Summer,Tokyo,Football,Silver,Czech Republic,Asia,Europe,Ball
M,22,185,75,1988,Summer,Seoul,Cycling,Bronze,Sweden,Asia,Europe,Others
M,25,190,86,1956,Winter,others,Hockey,Bronze,Canada,Europe,North America,Ice
M,21,185,85,1984,Summer,Los Angeles,Football,Silver,Brazil,North America,South America,Ball
M,29,208,105,2000,Summer,Sydney,Basketball,Silver,France,Oceania,Europe,Ball
M,23,196,109,2016,Summer,Rio de Janeiro,Water Polo,Silver,Croatia,South America,Europe,Water
M,27,190,76,2016,Summer,Rio de Janeiro,Track&Field,Gold,Others,South America,Africa,Race
M,20,202,106,1968,Summer,Mexico City,Water Polo,Bronze,Hungary,North America,Europe,Water
M,23,193,85,2012,Summer,London,Swimming,Bronze,Russia,Europe,Europe,Water
F,25,166,46,1992,Summer,Barcelona,Track&Field,Silver,Russia,Europe,Europe,Race
M,23,205,110,1996,Summer,Atlanta,Basketball,Silver,Serbia,North America,Europe,Ball
M,35,187,79,2008,Summer,Beijing,MultiSport Race,Silver,Others,Asia,Europe,Race
F,19,155,53,2012,Summer,London,Others,Bronze,Others,Europe,Europe,Others
F,27,193,76,2012,Summer,London,Volleyball,Gold,Brazil,Europe,South America,Ball
F,28,183,72,2012,Summer,London,Rowing,Bronze,Netherlands,Europe,Europe,Boat
M,26,176,73,1912,Summer,others,Gymnastics,Gold,Sweden,Europe,Europe,Acrobatic
M,22,176,72,1972,Winter,others,Skiing,Silver,Finland,Asia,Europe,Snow
F,23,178,77,2002,Winter,Salt Lake City,Hockey,Gold,Canada,North America,North America,Ice
M,23,190,90,2016,Summer,Rio de Janeiro,Others,Bronze,Brazil,South America,South America,Combat
M,24,165,55,2012,Summer,London,Gymnastics,Silver,Germany,Europe,Europe,Acrobatic
F,25,167,58,1992,Winter,Albertville,Skiing,Gold,Russia,Europe,Europe,Snow
F,20,175,53,2004,Summer,Athina,Gymnastics,Gold,Russia,Europe,Europe,Acrobatic
M,33,178,81,2006,Winter,Torino,Hockey,Bronze,Czech Republic,Europe,Europe,Ice
M,24,189,91,1988,Summer,Seoul,Boxing,Silver,South Korea,Asia,Asia,Combat
F,15,145,40,1980,Summer,Moskva,Gymnastics,Gold,Russia,Europe,Europe,Acrobatic
M,30,185,92,1976,Summer,Montreal,Water Polo,Gold,Hungary,North America,Europe,Water
F,34,194,79,2016,Summer,Rio de Janeiro,Volleyball,Silver,Serbia,South America,Europe,Ball
M,26,184,86,1964,Summer,Tokyo,Football,Silver,Czech Republic,Asia,Europe,Ball
M,23,174,73,2008,Summer,Beijing,Hockey,Silver,Spain,Asia,Europe,Ball
F,20,172,86,2006,Winter,Torino,Hockey,Silver,Sweden,Europe,Europe,Ice
F,25,178,63,2016,Summer,Rio de Janeiro,Rowing,Bronze,China,South America,Asia,Boat
M,22,180,80,2012,Summer,London,Track&Field,Gold,Jamaica,Europe,North America,Race
M,29,174,70,2000,Summer,Sydney,Cycling,Silver,Others,Oceania,Europe,Others
F,23,158,63,2000,Summer,Sydney,Others,Gold,China,Oceania,Asia,Others
M,23,187,81,1998,Winter,Nagano,MultiSport Race,Bronze,Belarus,Asia,Europe,Race
F,22,170,63,2008,Summer,Beijing,Hockey,Silver,China,Asia,Asia,Ball
F,24,162,57,2008,Summer,Beijing,Hockey,Gold,Netherlands,Asia,Europe,Ball
M,25,188,95,1976,Summer,Montreal,Sailing,Bronze,Germany,North America,Europe,Boat
M,27,161,58,1964,Summer,Tokyo,Gymnastics,Gold,Japan,Asia,Asia,Acrobatic
M,25,186,86,1984,Summer,Los Angeles,Fencing,Gold,Germany,North America,Europe,Combat
F,24,158,58,2004,Summer,Athina,Others,Silver,Others,Europe,Asia,Ball
M,28,182,73,2016,Summer,Rio de Janeiro,Rowing,Silver,Denmark,South America,Europe,Boat
M,30,183,71,1968,Summer,Mexico City,Fencing,Bronze,Hungary,North America,Europe,Combat
M,28,174,100,1972,Summer,Munich,Others,Gold,Russia,Europe,Europe,Others
F,34,169,63,1960,Summer,Roma,Fencing,Bronze,Italy,Europe,Europe,Combat
F,22,173,64,2004,Summer,Athina,Football,Silver,Brazil,Europe,South America,Ball
M,23,173,76,2008,Summer,Beijing,Others,Silver,Canada,Asia,North America,Water
M,24,188,92,1972,Summer,Munich,Rowing,Bronze,Germany,Europe,Europe,Boat
M,31,165,49,2012,Summer,London,Boxing,Gold,China,Europe,Asia,Combat
F,29,174,70,2000,Summer,Sydney,Handball,Gold,Denmark,Oceania,Europe,Ball
M,22,181,81,1956,Summer,Melbourne,Boxing,Silver,Romania,Oceania,Europe,Combat
F,39,163,64,2010,Winter,Vancouver,Others,Gold,Sweden,North America,Europe,Ice
M,22,190,80,1988,Summer,Seoul,Swimming,Silver,Germany,Asia,Europe,Water
M,23,196,125,1992,Summer,Barcelona,Judo,Bronze,France,Europe,Europe,Combat
F,27,158,54,2016,Summer,Rio de Janeiro,Gymnastics,Gold,Canada,South America,North America,Acrobatic
F,28,188,72,2004,Summer,Athina,Volleyball,Bronze,Cuba,Europe,North America,Ball
M,20,177,54,1984,Winter,others,Skiing,Gold,Finland,Europe,Europe,Snow
F,21,158,45,1988,Summer,Seoul,Rowing,Gold,Germany,Asia,Europe,Boat
M,20,178,79,2012,Summer,London,Canoeing,Bronze,Czech Republic,Europe,Europe,Boat
F,26,170,71,1976,Summer,Montreal,Track&Field,Gold,Germany,North America,Europe,Race
M,19,202,115,2012,Summer,London,Canoeing,Bronze,Czech Republic,Europe,Europe,Boat
F,22,164,61,1968,Summer,Mexico City,Fencing,Bronze,Romania,North America,Europe,Combat
M,28,179,74,1988,Summer,Seoul,Football,Silver,Brazil,Asia,South America,Ball
M,30,180,72,1996,Summer,Atlanta,Sailing,Gold,Spain,North America,Europe,Boat
M,37,174,64,1960,Summer,Roma,Equestrianism,Silver,Italy,Europe,Europe,Others
M,19,177,64,2008,Summer,Beijing,Boxing,Bronze,Cuba,Asia,North America,Combat
F,24,160,57,2008,Summer,Beijing,Hockey,Bronze,Argentina,Asia,South America,Ball
M,21,197,95,1988,Summer,Seoul,Water Polo,Gold,Serbia,Asia,Europe,Water
F,28,168,73,1976,Summer,Montreal,Handball,Silver,Germany,North America,Europe,Ball
M,23,185,77,1968,Summer,Mexico City,Fencing,Gold,France,North America,Europe,Combat
M,23,176,82,1972,Winter,others,Hockey,Bronze,Czech Republic,Asia,Europe,Ice
M,25,171,67,1960,Summer,Roma,Hockey,Gold,Others,Europe,Asia,Ball
F,27,167,52,1980,Summer,Moskva,Track&Field,Bronze,Russia,Europe,Europe,Race
F,20,157,53,1984,Summer,Los Angeles,Others,Gold,Canada,North America,North America,Water
F,28,173,64,2004,Summer,Athina,Canoeing,Gold,Hungary,Europe,Europe,Boat
F,21,166,55,1998,Winter,Nagano,Skiing,Gold,Japan,Asia,Asia,Snow
M,24,189,62,1992,Winter,Albertville,Skiing,Gold,Finland,Europe,Europe,Snow
M,33,162,53,1960,Summer,Roma,Hockey,Silver,India,Europe,Asia,Ball
M,27,182,95,1992,Summer,Barcelona,Cycling,Bronze,Canada,Europe,North America,Others
F,17,186,75,1996,Summer,Atlanta,Swimming,Bronze,Germany,North America,Europe,Water
M,21,172,60,1988,Summer,Seoul,Boxing,Silver,Sweden,Asia,Europe,Combat
M,27,173,84,1996,Summer,Atlanta,Canoeing,Bronze,Hungary,North America,Europe,Boat
F,25,158,49,2004,Summer,Athina,Hockey,Silver,Netherlands,Europe,Europe,Ball
M,25,181,78,1984,Winter,others,Others,Gold,Germany,Europe,Europe,Ice
M,30,188,85,1992,Summer,Barcelona,Fencing,Silver,Hungary,Europe,Europe,Combat
M,22,169,62,1980,Summer,Moskva,Gymnastics,Gold,Russia,Europe,Europe,Acrobatic
M,21,182,82,1992,Summer,Barcelona,Fencing,Bronze,Cuba,Europe,North America,Combat
M,20,164,60,1996,Summer,Atlanta,Others,Silver,China,North America,Asia,Water
M,20,164,50,1996,Summer,Atlanta,Cycling,Bronze,France,North America,Europe,Others
F,23,158,63,2004,Summer,Athina,Judo,Gold,Japan,Europe,Asia,Combat
F,22,164,55,1988,Summer,Seoul,Hockey,Silver,South Korea,Asia,Asia,Ball
M,34,169,61,1936,Summer,others,Wrestling,Gold,Finland,Europe,Europe,Combat
F,18,180,70,2004,Summer,Athina,Swimming,Silver,China,Europe,Asia,Water
F,25,163,67,2008,Summer,Beijing,Track&Field,Bronze,Canada,Asia,North America,Race
M,29,171,73,1988,Summer,Seoul,Fencing,Gold,Hungary,Asia,Europe,Combat
F,25,182,78,2010,Winter,Vancouver,Skiing,Gold,Germany,North America,Europe,Snow
F,25,167,60,1960,Winter,others,Skiing,Gold,Sweden,North America,Europe,Snow
F,28,175,69,2000,Summer,Sydney,Judo,Bronze,South Korea,Oceania,Asia,Combat
F,24,158,50,2008,Summer,Beijing,Hockey,Gold,Netherlands,Asia,Europe,Ball
M,25,188,88,1964,Summer,Tokyo,Canoeing,Bronze,Romania,Asia,Europe,Boat
M,27,177,114,1906,Summer,Athina,Others,Silver,Austria,Europe,Europe,Others
M,21,187,72,1984,Summer,Los Angeles,Equestrianism,Bronze,Germany,North America,Europe,Others
M,21,168,69,1984,Summer,Los Angeles,Cycling,Bronze,Japan,North America,Asia,Others
M,18,190,78,1980,Summer,Moskva,Swimming,Silver,Russia,Europe,Europe,Water
M,26,178,62,1988,Summer,Seoul,Track&Field,Gold,Others,Asia,Africa,Race
M,21,179,71,1980,Summer,Moskva,Boxing,Silver,Russia,Europe,Europe,Combat
M,27,165,49,2008,Summer,Beijing,Boxing,Gold,China,Asia,Asia,Combat
F,21,167,61,2004,Summer,Athina,Football,Silver,Brazil,Europe,South America,Ball
M,35,183,86,2008,Summer,Beijing,Handball,Gold,France,Asia,Europe,Ball
M,29,177,56,2006,Winter,Torino,Skiing,Bronze,Norway,Europe,Europe,Snow
M,24,190,88,1960,Summer,Roma,Rowing,Gold,Germany,Europe,Europe,Boat
M,24,177,81,1984,Winter,others,Hockey,Gold,Russia,Europe,Europe,Ice
M,23,206,107,2012,Summer,London,Basketball,Silver,Spain,Europe,Europe,Ball
M,29,183,87,2006,Winter,Torino,Hockey,Bronze,Czech Republic,Europe,Europe,Ice
M,24,182,72,2008,Summer,Beijing,Swimming,Bronze,Japan,Asia,Asia,Water
F,36,159,59,1988,Summer,Seoul,Equestrianism,Bronze,Canada,Asia,North America,Others
M,26,170,72,1964,Summer,Tokyo,Hockey,Gold,India,Asia,Asia,Ball
M,27,185,80,1988,Summer,Seoul,Hockey,Silver,Germany,Asia,Europe,Ball
M,33,168,63,1972,Summer,Munich,Fencing,Gold,Poland,Europe,Europe,Combat
M,33,190,120,2008,Summer,Beijing,Water Polo,Bronze,Serbia,Asia,Europe,Water
F,22,163,60,1968,Summer,Mexico City,Fencing,Bronze,Romania,North America,Europe,Combat
M,24,197,99,2008,Summer,Beijing,Rowing,Bronze,France,Asia,Europe,Boat
M,26,188,85,1964,Summer,Tokyo,Rowing,Gold,Russia,Asia,Europe,Boat
M,25,160,58,1956,Summer,Melbourne,Gymnastics,Silver,Japan,Oceania,Asia,Acrobatic
F,18,166,51,1984,Summer,Los Angeles,Fencing,Silver,Romania,North America,Europe,Combat
